collision_id,reaction,reactants,products,x,x_unit,y,y_unit,reactant_n_min,reactant_n_max,product_n_min,product_n_max,delta_n_max
9,H (n=1) + H (n=5) → H (n=9) + H (n=1),H (n=1) + H (n=5),H (n=9) + H (n=1),7000.0,K,2.9437e-10,cm3/s,1,5,1,9,4
9,H (n=1) + H (n=5) → H (n=9) + H (n=1),H (n=1) + H (n=5),H (n=9) + H (n=1),8000.0,K,3.1171e-10,cm3/s,1,5,1,9,4
9,H (n=1) + H (n=5) → H (n=9) + H (n=1),H (n=1) + H (n=5),H (n=9) + H (n=1),9000.0,K,3.2563e-10,cm3/s,1,5,1,9,4
9,H (n=1) + H (n=5) → H (n=9) + H (n=1),H (n=1) + H (n=5),H (n=9) + H (n=1),10000.0,K,3.3702e-10,cm3/s,1,5,1,9,4
9,H (n=1) + H (n=5) → H (n=9) + H (n=1),H (n=1) + H (n=5),H (n=9) + H (n=1),15000.0,K,3.7231e-10,cm3/s,1,5,1,9,4
9,H (n=1) + H (n=5) → H (n=9) + H (n=1),H (n=1) + H (n=5),H (n=9) + H (n=1),20000.0,K,3.9034e-10,cm3/s,1,5,1,9,4
9,H (n=1) + H (n=5) → H (n=9) + H (n=1),H (n=1) + H (n=5),H (n=9) + H (n=1),25000.0,K,4.0116e-10,cm3/s,1,5,1,9,4
9,H (n=1) + H (n=5) → H (n=9) + H (n=1),H (n=1) + H (n=5),H (n=9) + H (n=1),30000.0,K,4.0834e-10,cm3/s,1,5,1,9,4
10,H (n=1) + H (n=5) → H (n=10) + H (n=1),H (n=1) + H (n=5),H (n=10) + H (n=1),2000.0,K,4.51e-11,cm3/s,1,5,1,10,5
10,H (n=1) + H (n=5) → H (n=10) + H (n=1),H (n=1) + H (n=5),H (n=10) + H (n=1),3000.0,K,8.87e-11,cm3/s,1,5,1,10,5
10,H (n=1) + H (n=5) → H (n=10) + H (n=1),H (n=1) + H (n=5),H (n=10) + H (n=1),5000.0,K,1.4824e-10,cm3/s,1,5,1,10,5
10,H (n=1) + H (n=5) → H (n=10) + H (n=1),H (n=1) + H (n=5),H (n=10) + H (n=1),7000.0,K,1.825e-10,cm3/s,1,5,1,10,5
10,H (n=1) + H (n=5) → H (n=10) + H (n=1),H (n=1) + H (n=5),H (n=10) + H (n=1),8000.0,K,1.9433e-10,cm3/s,1,5,1,10,5
10,H (n=1) + H (n=5) → H (n=10) + H (n=1),H (n=1) + H (n=5),H (n=10) + H (n=1),9000.0,K,2.0388e-10,cm3/s,1,5,1,10,5
10,H (n=1) + H (n=5) → H (n=10) + H (n=1),H (n=1) + H (n=5),H (n=10) + H (n=1),10000.0,K,2.1172e-10,cm3/s,1,5,1,10,5
10,H (n=1) + H (n=5) → H (n=10) + H (n=1),H (n=1) + H (n=5),H (n=10) + H (n=1),15000.0,K,2.3618e-10,cm3/s,1,5,1,10,5
10,H (n=1) + H (n=5) → H (n=10) + H (n=1),H (n=1) + H (n=5),H (n=10) + H (n=1),20000.0,K,2.4877e-10,cm3/s,1,5,1,10,5
10,H (n=1) + H (n=5) → H (n=10) + H (n=1),H (n=1) + H (n=5),H (n=10) + H (n=1),25000.0,K,2.5636e-10,cm3/s,1,5,1,10,5
10,H (n=1) + H (n=5) → H (n=10) + H (n=1),H (n=1) + H (n=5),H (n=10) + H (n=1),30000.0,K,2.6141e-10,cm3/s,1,5,1,10,5
11,H (n=1) + H (n=6) → H (n=7) + H (n=1),H (n=1) + H (n=6),H (n=7) + H (n=1),2000.0,K,1.97872e-09,cm3/s,1,6,1,7,1
11,H (n=1) + H (n=6) → H (n=7) + H (n=1),H (n=1) + H (n=6),H (n=7) + H (n=1),3000.0,K,2.2484e-09,cm3/s,1,6,1,7,1
11,H (n=1) + H (n=6) → H (n=7) + H (n=1),H (n=1) + H (n=6),H (n=7) + H (n=1),5000.0,K,2.47312e-09,cm3/s,1,6,1,7,1
11,H (n=1) + H (n=6) → H (n=7) + H (n=1),H (n=1) + H (n=6),H (n=7) + H (n=1),7000.0,K,2.56897e-09,cm3/s,1,6,1,7,1
11,H (n=1) + H (n=6) → H (n=7) + H (n=1),H (n=1) + H (n=6),H (n=7) + H (n=1),8000.0,K,2.59849e-09,cm3/s,1,6,1,7,1
